symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen
CAPG	0.020328127372930035	0.03109515933491077	No data	No data	No data	No data	No data	No data	No data	No data
ADAMTS9	0.020306359793509452	No data	No data	No data	No data	No data	No data	No data	No data	No data
TEAD3	0.020293128416894964	0.033380655325607154	No data	No data	No data	No data	No data	No data	No data	No data
CXCR3	0.020269414786338372	No data	No data	No data	No data	No data	No data	No data	No data	No data
NR1I2	0.020256707217881236	No data	No data	No data	No data	No data	No data	No data	No data	No data
TBC1D9	0.020214773547660877	No data	No data	No data	No data	No data	No data	No data	No data	No data
CEND1	0.020204821148160947	0.03323539657398452	No data	No data	No data	No data	No data	No data	No data	No data
SLC52A2	0.02019023121637977	No data	No data	No data	No data	No data	No data	No data	No data	No data
MARK2	0.02019023121637977	No data	No data	No data	No data	No data	No data	No data	No data	No data
PWAR1	0.02019023121637977	No data	No data	No data	No data	No data	No data	No data	No data	No data
HSP90AB1	0.020123736257940422	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZNF202	0.020121569866167102	No data	No data	No data	No data	No data	No data	No data	No data	No data
JAG1	0.020108907170150733	No data	No data	No data	No data	No data	No data	No data	No data	No data
UTS2	0.02009070773245785	No data	No data	No data	No data	No data	No data	No data	No data	No data
ARID5B	0.020065311599398422	No data	No data	No data	No data	No data	No data	No data	No data	No data
FUT1	0.020053440191798624	No data	No data	No data	No data	No data	No data	No data	No data	No data
MMP7	0.020053067045673518	No data	No data	No data	No data	No data	No data	No data	No data	No data
NRIP3	0.020031006021708608	0.03294948388929211	No data	No data	No data	No data	No data	No data	No data	No data
FAM162A	0.0199573121529739	No data	No data	No data	No data	No data	No data	No data	No data	No data
TMEM100	0.0199573121529739	No data	No data	No data	No data	No data	No data	No data	No data	No data
CLEC5A	0.0199573121529739	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZCCHC9	0.0199573121529739	No data	No data	No data	No data	No data	No data	No data	No data	No data
SP1	0.019948680792493685	No data	No data	No data	No data	No data	No data	No data	No data	No data
SRC	0.019925249407815617	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD86	0.01992231523713726	No data	No data	No data	No data	No data	No data	No data	No data	No data
KCNH2	0.01986549864438085	No data	No data	No data	No data	No data	No data	No data	No data	No data
PCYT2	0.019848543044734282	No data	No data	No data	No data	No data	No data	No data	No data	No data
MFSD11	0.019848543044734282	No data	No data	No data	No data	No data	No data	No data	No data	No data
ARHGAP10	0.01981695202208134	0.03259738131368938	No data	No data	No data	No data	No data	No data	No data	No data
SCAP	0.019722834267390604	No data	No data	No data	No data	No data	No data	No data	No data	No data
DICER1	0.019718727824560776	No data	No data	No data	No data	No data	No data	No data	No data	No data
GNG10	0.019701256293422596	0.032407070625181285	No data	No data	No data	No data	No data	No data	No data	No data
PARK7	0.01967016442423811	No data	No data	No data	No data	No data	No data	No data	No data	No data
SCAI	0.01964932894073665	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDGFB	0.01959880712318638	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRPH2	0.019587732298289195	No data	No data	No data	No data	No data	No data	No data	No data	No data
GRAP2	0.019586525194357888	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRK	0.019586525194357888	No data	No data	No data	No data	No data	No data	No data	No data	No data
POLDIP2	0.019586525194357888	No data	No data	No data	No data	No data	No data	No data	No data	No data
AIMP2	0.019586525194357888	No data	No data	No data	No data	No data	No data	No data	No data	No data
RNF19A	0.019586525194357888	No data	No data	No data	No data	No data	No data	No data	No data	No data
AHSA1	0.019586525194357888	No data	No data	No data	No data	No data	No data	No data	No data	No data
SKIC2	0.01956720008414005	No data	No data	No data	No data	No data	No data	No data	No data	No data
ROS1	0.01956720008414005	No data	No data	No data	No data	No data	No data	No data	No data	No data
UMOD	0.0195577649264805	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENSG00000292259	0.019544823359476587	0.032149750327277994	No data	No data	No data	No data	No data	No data	No data	No data
HLA-B	0.019504826727117695	No data	No data	No data	No data	No data	No data	No data	No data	No data
DNM2	0.019477474308308262	No data	No data	No data	No data	No data	No data	No data	No data	No data
OVOL1	0.019475516810794315	0.032035746317356874	No data	No data	No data	No data	No data	No data	No data	No data
SIX5	0.01943323892907427	0.03196620241221809	No data	No data	No data	No data	No data	No data	No data	No data
TRIB3	0.019431276826472672	No data	No data	No data	No data	No data	No data	No data	No data	No data
PEAR1	0.019425089508634915	No data	No data	No data	No data	No data	No data	No data	No data	No data
LCT	0.019404983021618406	No data	No data	No data	No data	No data	No data	No data	No data	No data
GLB1	0.01940437962593728	No data	No data	No data	No data	No data	No data	No data	No data	No data
DHCR24	0.019402942370946846	No data	No data	No data	No data	No data	No data	No data	No data	No data
MYOCD	0.019394113518862707	No data	No data	No data	No data	No data	No data	No data	No data	No data
GAL	0.019389658271572935	No data	No data	No data	No data	No data	No data	No data	No data	No data
MYH7B	0.01938516064558562	0.03127918648900083	No data	No data	No data	No data	No data	No data	No data	No data
HPGDS	0.019377602485629926	No data	No data	No data	No data	No data	No data	No data	No data	No data
CGA	0.019347695915957343	No data	No data	No data	No data	No data	No data	No data	No data	No data
SNRPC	0.019341214911403413	0.03181482989081863	No data	No data	No data	No data	No data	No data	No data	No data
RAB44	0.019320111728788076	0.03178011675784651	No data	No data	No data	No data	No data	No data	No data	No data
KLK4	0.019304025332567486	No data	No data	No data	No data	No data	No data	No data	No data	No data
HRH3	0.01926115311556703	No data	No data	No data	No data	No data	No data	No data	No data	No data
DRC3	0.01922937441641485	0.03163086076895813	No data	No data	No data	No data	No data	No data	No data	No data
FABP1	0.019220055048890673	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC9A3	0.019218152443604492	No data	No data	No data	No data	No data	No data	No data	No data	No data
PCAT19	0.019218152443604492	No data	No data	No data	No data	No data	No data	No data	No data	No data
XPO5	0.019218152443604492	No data	No data	No data	No data	No data	No data	No data	No data	No data
HAP1	0.019197620229455346	No data	No data	No data	No data	No data	No data	No data	No data	No data
ARHGEF9	0.019092111681941113	0.03140507399353402	No data	No data	No data	No data	No data	No data	No data	No data
INSIG1	0.019084693051635012	No data	No data	No data	No data	No data	No data	No data	No data	No data
SCD	0.019064375820476417	No data	No data	No data	No data	No data	No data	No data	No data	No data
CYP2C8	0.01904383394547821	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLIT2	0.019033362516262142	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL15RA	0.019033362516262142	No data	No data	No data	No data	No data	No data	No data	No data	No data
HCAR3	0.019012830302112992	No data	No data	No data	No data	No data	No data	No data	No data	No data
UBE3A	0.01898713049855052	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZNF713	0.018934811717458453	0.03114632749623425	No data	No data	No data	No data	No data	No data	No data	No data
C8A	0.018893988099638877	0.031079175744784977	No data	No data	No data	No data	No data	No data	No data	No data
TMEM106A	0.018860276528097835	0.031023722769424153	No data	No data	No data	No data	No data	No data	No data	No data
MME	0.018859458886334828	No data	No data	No data	No data	No data	No data	No data	No data	No data
AQP4	0.018834610683298367	No data	No data	No data	No data	No data	No data	No data	No data	No data
ERAL1	0.018833857946252457	No data	No data	No data	No data	No data	No data	No data	No data	No data
ERAS	0.018826315500238486	No data	No data	No data	No data	No data	No data	No data	No data	No data
SMARCD3	0.01879866978933298	0.03092238436214673	No data	No data	No data	No data	No data	No data	No data	No data
PELI1	0.018766443732323192	No data	No data	No data	No data	No data	No data	No data	No data	No data
EIF5	0.0187531505508145	0.030847508671200802	No data	No data	No data	No data	No data	No data	No data	No data
CST12P	0.018733316098913794	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZNF428	0.01872546779020105	0.030801972632029554	No data	No data	No data	No data	No data	No data	No data	No data
ASB8	0.018714894529370196	0.03078458042082329	No data	No data	No data	No data	No data	No data	No data	No data
TRPV4	0.018712122751191152	No data	No data	No data	No data	No data	No data	No data	No data	No data
OR13C2	0.01870700558194797	0.03077160370134598	No data	No data	No data	No data	No data	No data	No data	No data
PCSK7	0.0186826597278513	No data	No data	No data	No data	No data	No data	No data	No data	No data
CTSB	0.018625422012734122	No data	No data	No data	No data	No data	No data	No data	No data	No data
USP39	0.018597393560533616	0.030591300249300138	No data	No data	No data	No data	No data	No data	No data	No data
CYP1A2	0.01858185912712233	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC35A1	0.01856263636540616	No data	No data	No data	No data	No data	No data	No data	No data	No data
CASZ1	0.01856263636540616	No data	No data	No data	No data	No data	No data	No data	No data	No data
GAL3ST1	0.01856263636540616	No data	No data	No data	No data	No data	No data	No data	No data	No data
SPG7	0.018490067559132274	No data	No data	No data	No data	No data	No data	No data	No data	No data
FBXO7	0.01847899273423509	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNRC18	0.01847899273423509	No data	No data	No data	No data	No data	No data	No data	No data	No data
CPA3	0.01847899273423509	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZNF85	0.01847899273423509	No data	No data	No data	No data	No data	No data	No data	No data	No data
MARCKSL1P1	0.01847899273423509	No data	No data	No data	No data	No data	No data	No data	No data	No data
PGLYRP2	0.01847899273423509	No data	No data	No data	No data	No data	No data	No data	No data	No data
HOMER3	0.01847899273423509	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAD51	0.01847899273423509	No data	No data	No data	No data	No data	No data	No data	No data	No data
HOMER2	0.01847899273423509	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAD23A	0.01847899273423509	No data	No data	No data	No data	No data	No data	No data	No data	No data
CEL	0.018476528868537193	No data	No data	No data	No data	No data	No data	No data	No data	No data
SMPD2	0.01845846052008594	No data	No data	No data	No data	No data	No data	No data	No data	No data
ECE1	0.018432657207014123	No data	No data	No data	No data	No data	No data	No data	No data	No data
CASP3	0.01842631128991864	No data	No data	No data	No data	No data	No data	No data	No data	No data
TERC	0.018392928221074117	No data	No data	No data	No data	No data	No data	No data	No data	No data
AOC2	0.018273670592743586	No data	No data	No data	No data	No data	No data	No data	No data	No data
SERPINF2	0.018246533534190677	No data	No data	No data	No data	No data	No data	No data	No data	No data
UNC5B	0.018171009521997836	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZNF217	0.01810941287955039	No data	No data	No data	No data	No data	No data	No data	No data	No data
GBA1	0.01810941287955039	No data	No data	No data	No data	No data	No data	No data	No data	No data
WWOX	0.017996485701730066	No data	No data	No data	No data	No data	No data	No data	No data	No data
